Gate 2 — feature-cores byte-identity check
  PR_HEAD:   bca2b0b89ab
  PASS: src/agents/embedded-agent-runner/run/attempt.abort-settle-timeout.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.async-tasks.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.async-tasks.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.bootstrap-context.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.bootstrap-context.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.context-engine-helpers.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.cwd-split.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.llm-boundary.cache-stability.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.llm-boundary.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.llm-boundary.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.media-hint-cache-boundary.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.memory-flush-forwarding.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.model-diagnostic-events.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.model-diagnostic-events.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.prompt-helpers.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.prompt-helpers.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.queue-message.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.queue-message.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.run-decisions.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.run-decisions.ts
  FAIL: src/agents/embedded-agent-runner/run/attempt.session-lock.test.ts (blob 572e2ad3d035c9a053b860ffce43d26f6148ce70 → b5fee600a73504b62dfad2f104d35e25c242314f; 1187 bytes diff)
  PASS: src/agents/embedded-agent-runner/run/attempt.session-lock.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.sessions-yield.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.spawn-workspace.bootstrap-marker.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.spawn-workspace.bootstrap-routing.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.spawn-workspace.bootstrap-warning.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.spawn-workspace.cache-ttl.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.spawn-workspace.context-engine.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.spawn-workspace.context-injection.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.spawn-workspace.resource-loader.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.spawn-workspace.sessions-spawn.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.spawn-workspace.test-support.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.spawn-workspace.timeout.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.stop-reason-recovery.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.stop-reason-recovery.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.subscription-cleanup.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.subscription-cleanup.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.thread-helpers.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.tool-call-argument-repair.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.tool-call-argument-repair.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.tool-call-block-type.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.tool-call-normalization.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.tool-call-normalization.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.tool-run-context.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.tool-search-run-plan.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.tool-search-run-plan.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.transcript-policy.test.ts
  PASS: src/agents/embedded-agent-runner/run/attempt.transcript-policy.ts
  FAIL: src/agents/embedded-agent-runner/run/attempt.ts (blob ad533fe70f0657d01d5194e9c8d2153f8130c37f → 2733181bf4d00eebc9f55b75fb9117655c1b79ab; 5825 bytes diff)
  PASS: src/agents/embedded-agent-runner/run/auth-controller.test.ts
  PASS: src/agents/embedded-agent-runner/run/auth-controller.ts
  PASS: src/agents/embedded-agent-runner/run/auth-profile-failure-policy.test.ts
  PASS: src/agents/embedded-agent-runner/run/auth-profile-failure-policy.ts
  PASS: src/agents/embedded-agent-runner/run/auth-profile-failure-policy.types.ts
  PASS: src/agents/embedded-agent-runner/run/backend.ts
  PASS: src/agents/embedded-agent-runner/run/codex-app-server-recovery.ts
  PASS: src/agents/embedded-agent-runner/run/compaction-retry-aggregate-timeout.test.ts
  PASS: src/agents/embedded-agent-runner/run/compaction-retry-aggregate-timeout.ts
  PASS: src/agents/embedded-agent-runner/run/compaction-timeout.test.ts
  PASS: src/agents/embedded-agent-runner/run/compaction-timeout.ts
  PASS: src/agents/embedded-agent-runner/run/failover-observation.test.ts
  PASS: src/agents/embedded-agent-runner/run/failover-observation.ts
  PASS: src/agents/embedded-agent-runner/run/failover-policy.test.ts
  PASS: src/agents/embedded-agent-runner/run/failover-policy.ts
  PASS: src/agents/embedded-agent-runner/run/fallbacks.test.ts
  PASS: src/agents/embedded-agent-runner/run/fallbacks.ts
  PASS: src/agents/embedded-agent-runner/run/helpers.resolve-error-context.test.ts
  PASS: src/agents/embedded-agent-runner/run/helpers.test.ts
  PASS: src/agents/embedded-agent-runner/run/helpers.ts
  PASS: src/agents/embedded-agent-runner/run/history-image-prune.test.ts
  PASS: src/agents/embedded-agent-runner/run/history-image-prune.ts
  PASS: src/agents/embedded-agent-runner/run/idle-timeout-breaker.test.ts
  PASS: src/agents/embedded-agent-runner/run/idle-timeout-breaker.ts
  PASS: src/agents/embedded-agent-runner/run/images.test.ts
  PASS: src/agents/embedded-agent-runner/run/images.ts
  PASS: src/agents/embedded-agent-runner/run/incomplete-turn.ts
  PASS: src/agents/embedded-agent-runner/run/llm-idle-timeout.test.ts
  FAIL: src/agents/embedded-agent-runner/run/llm-idle-timeout.ts (blob 4ea8adf5ff63d3620bca0f0e8018241ad667637e → 7dab2db64273fbbe4cd5ee907ad872c5b7eb867b; 4721 bytes diff)
  PASS: src/agents/embedded-agent-runner/run/message-merge-strategy.test.ts
  PASS: src/agents/embedded-agent-runner/run/message-merge-strategy.ts
  PASS: src/agents/embedded-agent-runner/run/message-tool-terminal.test.ts
  PASS: src/agents/embedded-agent-runner/run/message-tool-terminal.ts
  PASS: src/agents/embedded-agent-runner/run/message-transform-stream-wrapper.ts
  PASS: src/agents/embedded-agent-runner/run/midturn-precheck.ts
  PASS: src/agents/embedded-agent-runner/run/params.ts
  PASS: src/agents/embedded-agent-runner/run/payloads.errors.test.ts
  PASS: src/agents/embedded-agent-runner/run/payloads.test-helpers.ts
  PASS: src/agents/embedded-agent-runner/run/payloads.test.ts
  PASS: src/agents/embedded-agent-runner/run/payloads.ts
  PASS: src/agents/embedded-agent-runner/run/preemptive-compaction.bashexec.test.ts
  PASS: src/agents/embedded-agent-runner/run/preemptive-compaction.test.ts
  PASS: src/agents/embedded-agent-runner/run/preemptive-compaction.ts
  PASS: src/agents/embedded-agent-runner/run/preemptive-compaction.types.ts
  PASS: src/agents/embedded-agent-runner/run/retry-limit.ts
  PASS: src/agents/embedded-agent-runner/run/runtime-context-prompt.test.ts
  PASS: src/agents/embedded-agent-runner/run/runtime-context-prompt.ts
  PASS: src/agents/embedded-agent-runner/run/setup.test.ts
  PASS: src/agents/embedded-agent-runner/run/setup.ts
  PASS: src/agents/embedded-agent-runner/run/stream-wrapper.ts
  PASS: src/agents/embedded-agent-runner/run/tool-media-payloads.test.ts
  PASS: src/agents/embedded-agent-runner/run/tool-media-payloads.ts
  PASS: src/agents/embedded-agent-runner/run/transcript-repair-runtime-contract.test.ts
  PASS: src/agents/embedded-agent-runner/run/trigger-policy.test.ts
  PASS: src/agents/embedded-agent-runner/run/trigger-policy.ts
  PASS: src/agents/embedded-agent-runner/run/types.ts
  PASS: src/agents/embedded-agent-runner/runs.test.ts
  PASS: src/agents/embedded-agent-runner/runs.ts
  PASS: src/agents/embedded-agent-runner/sandbox-info.ts
  PASS: src/agents/embedded-agent-runner/sandbox-skills.test.ts
  PASS: src/agents/embedded-agent-runner/sandbox-skills.ts
  PASS: src/agents/embedded-agent-runner/sanitize-session-history.tool-result-details.test.ts
  PASS: src/agents/embedded-agent-runner/session-file-key.ts
  PASS: src/agents/embedded-agent-runner/session-manager-cache.test.ts
  PASS: src/agents/embedded-agent-runner/session-manager-cache.ts
  PASS: src/agents/embedded-agent-runner/session-manager-init.test.ts
  PASS: src/agents/embedded-agent-runner/session-manager-init.ts
  PASS: src/agents/embedded-agent-runner/sessions-yield.orchestration.test.ts
  PASS: src/agents/embedded-agent-runner/stream-resolution.test.ts
  PASS: src/agents/embedded-agent-runner/stream-resolution.ts
  PASS: src/agents/embedded-agent-runner/system-prompt.test.ts
  PASS: src/agents/embedded-agent-runner/system-prompt.ts
  PASS: src/agents/embedded-agent-runner/thinking-replay-repair.test.ts
  PASS: src/agents/embedded-agent-runner/thinking-replay-repair.ts
  PASS: src/agents/embedded-agent-runner/thinking.test.ts
  PASS: src/agents/embedded-agent-runner/thinking.ts
  PASS: src/agents/embedded-agent-runner/tool-call-argument-decoding.test.ts
  PASS: src/agents/embedded-agent-runner/tool-call-argument-decoding.ts
  PASS: src/agents/embedded-agent-runner/tool-name-allowlist.test.ts
  PASS: src/agents/embedded-agent-runner/tool-name-allowlist.ts
  PASS: src/agents/embedded-agent-runner/tool-result-char-estimator.test.ts
  PASS: src/agents/embedded-agent-runner/tool-result-char-estimator.ts
  PASS: src/agents/embedded-agent-runner/tool-result-context-guard.test.ts
  PASS: src/agents/embedded-agent-runner/tool-result-context-guard.ts
  PASS: src/agents/embedded-agent-runner/tool-result-truncation.test.ts
  PASS: src/agents/embedded-agent-runner/tool-result-truncation.ts
  PASS: src/agents/embedded-agent-runner/tool-schema-runtime.test.ts
  PASS: src/agents/embedded-agent-runner/tool-schema-runtime.ts
  PASS: src/agents/embedded-agent-runner/tool-send-receipts.ts
  PASS: src/agents/embedded-agent-runner/tool-split.ts
  PASS: src/agents/embedded-agent-runner/transcript-file-state.test.ts
  PASS: src/agents/embedded-agent-runner/transcript-file-state.ts
  PASS: src/agents/embedded-agent-runner/transcript-rewrite.test.ts
  PASS: src/agents/embedded-agent-runner/transcript-rewrite.ts
  PASS: src/agents/embedded-agent-runner/transcript-runtime-state.ts
  PASS: src/agents/embedded-agent-runner/types.ts
  PASS: src/agents/embedded-agent-runner/usage-accumulator.test.ts
  PASS: src/agents/embedded-agent-runner/usage-accumulator.ts
  PASS: src/agents/embedded-agent-runner/usage-reporting.test.ts
  PASS: src/agents/embedded-agent-runner/utils.test.ts
  PASS: src/agents/embedded-agent-runner/utils.ts
  PASS: src/agents/embedded-agent-runner/wait-for-idle-before-flush.ts
  PASS: src/cli/program/preaction.ts
  FAIL: ui/src/ui/usage-helpers.ts (present in PR-head, absent in candidate — file deleted!)
  FAIL: ui/src/ui/controllers/config.ts (present in PR-head, absent in candidate — file deleted!)
  PASS: apps/macos/Sources/OpenClaw/NodeMode/MacNodeRuntime.swift

/home/figs/flesh_beast_best_beast/source/openclaw-bootstrap/tools/feature-cores-byte-check.sh: line 140: empty_patterns: unbound variable
/home/figs/flesh_beast_best_beast/source/openclaw-bootstrap/tools/feature-cores-byte-check.sh: line 141: empty_patterns: unbound variable
Gate 2 FAIL — 16 file(s) differ. LGTM-substrate broken.

Failed files:
  - src/agents/embedded-agent-runner/compact.hooks.harness.ts
  - src/agents/embedded-agent-runner/compact.hooks.test.ts
  - src/agents/embedded-agent-runner/compact.queued.ts
  - src/agents/embedded-agent-runner/compact.ts
  - src/agents/embedded-agent-runner/effective-tool-policy.test.ts
  - src/agents/embedded-agent-runner/effective-tool-policy.ts
  - src/agents/embedded-agent-runner/google-prompt-cache.ts
  - src/agents/embedded-agent-runner/openrouter-model-capabilities.ts
  - src/agents/embedded-agent-runner/replay-history.test.ts
  - src/agents/embedded-agent-runner/run.overflow-compaction.test.ts
  - src/agents/embedded-agent-runner/run.ts
  - src/agents/embedded-agent-runner/run/attempt.session-lock.test.ts
  - src/agents/embedded-agent-runner/run/attempt.ts
  - src/agents/embedded-agent-runner/run/llm-idle-timeout.ts
  - ui/src/ui/usage-helpers.ts
  - ui/src/ui/controllers/config.ts
