status	path	classification
M	src/agents/auth-profiles/oauth.openai-codex-refresh-fallback.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/auth-profiles/oauth.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/auth-profiles/source-check.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/auth-profiles/store.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/auth-profiles/upsert-with-lock.sqlite.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/bash-tools.exec-approval-request.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/bash-tools.exec-host-gateway.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/bash-tools.exec-host-node.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/bash-tools.exec-request-preparation.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/bash-tools.exec-run.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/bash-tools.exec.approval-id.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/cli-output-contracts.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
D	src/agents/cli-runner.interrupted-partial-output.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/cli-runner.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
D	src/agents/cli-runner/claude-live-session.abort-partial-output.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/cli-runner/claude-live-turn.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/cli-runner/cli-run-settlement.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/cli-runner/cli-run-transcript.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/code-mode-bridge.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/code-mode-execution.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/code-mode-headless.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
D	src/agents/code-mode-repair-provenance.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/code-mode-state.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/code-mode-worker-lifecycle.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/code-mode.bridge.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
D	src/agents/code-mode.preflight-repair.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/code-mode.worker.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/command/session.provider-owned-reset.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/command/session.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/compaction-planning-worker.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/compaction-planning-worker.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/compaction.summarize-fallback.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/post-compaction-loop-guard.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/post-compaction-loop-guard.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run-loop.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run-orchestrator.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
D	src/agents/embedded-agent-runner/run.code-mode-reconciliation.test-support.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run.overflow-compaction.harness.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run.prepared-harness-source-delivery.integration.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run.shared-integration.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-bundle-tools.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-client-tools.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-client-tools.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-dispatch-preparation.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-execution-settle.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-prompt-phase.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-prompt-phase.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-prompt-support.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-prompt-tool-policy.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-result.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-session-prepare.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-session.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-settle.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-spawn-workspace.test-support.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-stream-finalize.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-stream-prepare.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-stream-prepare.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/attempt-tool-prepare.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
D	src/agents/embedded-agent-runner/run/code-mode-reconciliation.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
D	src/agents/embedded-agent-runner/run/code-mode-reconciliation.ts	presentation-only code-mode recovery module; continuation-named line is a guard preventing recovery after continuation start, not primitive implementation
M	src/agents/embedded-agent-runner/run/code-mode-repair.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/code-mode-repair.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/params.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/run-attempt-dispatch.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/terminal-resolution.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/terminal-resolution.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/terminal-retry-state.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-runner/run/types.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-subscribe.handlers.tools.completion.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-subscribe.handlers.tools.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-subscribe.handlers.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/embedded-agent-subscribe.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/harness/host-capability.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/harness/host-capability.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/main-session-recovery/main-session-recovery-state.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/main-session-recovery/main-session-recovery-state.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/main-session-recovery/main-session-restart-recovery-checkpoint.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/main-session-recovery/main-session-restart-recovery-failure.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/main-session-recovery/main-session-restart-recovery-resume-policy.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/main-session-recovery/main-session-restart-recovery-shared.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/main-session-recovery/main-session-restart-recovery-store.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/main-session-recovery/main-session-restart-recovery.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/mcp-transport-config.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/mcp-transport-config.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
D	src/agents/prepared-model-runtime-generation-scope.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/prepared-model-runtime-lease.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/prepared-model-runtime.owner-selection.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/prepared-model-runtime.owner.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/subagents/registry/subagent-registry-restart-recovery-helpers.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/subagents/registry/subagent-registry-restart-recovery-helpers.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/subagents/registry/subagent-registry-restart-recovery-message.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/subagents/registry/subagent-registry-restart-recovery.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/subagents/registry/subagent-registry.lifecycle-retry-grace.e2e.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/subagents/spawn/subagent-spawn.in-process-gateway.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/tool-result-error.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/tool-search-runtime.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/tool-search.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/tool-surface-plan.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/tools/gateway-caller-context.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/tools/gateway-caller-context.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/tools/gateway-tool.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/tools/gateway-tool.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
D	src/agents/tools/message-tool-execution.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/tools/message-tool-execution.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/tools/message-tool.internal-source-reply.integration.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/tools/sessions-spawn-tool.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/tools/sessions-spawn-visible.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/workspace.bootstrap-cache.test.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
M	src/agents/workspace.ts	adjacent agent-runtime lineage drift; no continuation primitive identifier in changed lines
D	src/gateway/channel-health-monitor.clock-rollback.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/channel-health-monitor.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/channel-health-monitor.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/channel-health-policy.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/channel-health-policy.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/chat-display-projection.canvas.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/chat-display-projection.sanitize.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/chat-display-projection.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/control-ui-bootstrap-contract.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/control-ui.http.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/control-ui.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/device-pair-setup-completion.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/gateway-misc.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/github-publication.test-support.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/internal-source-reply-persistence.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/managed-image-attachments.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
D	src/gateway/node-invoke-plugin-policy.receipts.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/node-invoke-plugin-policy.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/node-registry.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/openai-http.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/openai-http.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/openresponses-http.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/openresponses-http.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-broadcast.board.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-broadcast.serialization.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-broadcast.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-channels.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-channels.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-chat.agent-events.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-chat.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
D	src/gateway/server-connection-state.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-connection-state.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-constants.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-cron.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-cron.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
D	src/gateway/server-http.probe.clock-rollback.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-http.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-lifecycle.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-methods/agent-session-patch.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-methods/agent-session-patch.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-methods/approval-shared.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-methods/approval-shared.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-methods/chat-restart-recovery.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-methods/health.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-methods/portals.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-methods/send.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-methods/send.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-methods/server-methods.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-methods/talk-session.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-methods/talk.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-methods/update-run-campaign.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-methods/update.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-methods/update.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-plugins.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-runtime-state.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-runtime-subscriptions.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
D	src/gateway/server-worker-placement-reconcile-guard.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-worker-placement-reconcile-guard.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-worker-placement-recovery-events.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
D	src/gateway/server-worker-placement-startup-cleanup.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-worker-placement-startup.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server-worker-placement-startup.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server.chat.gateway-server-chat-b.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server.chat.gateway-server-chat.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server.sessions.preview-resolve.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
D	src/gateway/server/client-registry.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server/health-state.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server/health-state.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server/readiness.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server/readiness.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server/ws-connection.test-helpers.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server/ws-connection.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server/ws-connection.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server/ws-connection/message-handler.worker.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/server/ws-connection/worker-connection.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/session-create-fork-entry.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/session-create-fork-entry.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/session-display-projection.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/session-display-projection.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/session-event-payload.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/session-lifecycle-state.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/session-lifecycle-state.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/session-message-events.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/session-utils-row.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/session-utils.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/session-utils.types.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/talk-realtime-relay-forced-consults.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/talk-realtime-relay-operations.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/talk-realtime-relay-session-create.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/talk-realtime-relay-state.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/talk-realtime-relay.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/talk-relay-audio-base64.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/talk-transcription-relay.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/worker-environments/placement-dispatch-coordinator.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/worker-environments/placement-dispatch-failure.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/worker-environments/placement-dispatch-recovery.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/worker-environments/placement-dispatch-test-harness.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/worker-environments/placement-store.turn-claim-closure.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/worker-environments/placement-turn-claim-events.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/worker-environments/placement-worker-gate.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/worker-environments/worker-session-tool-executor.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/worker-environments/worker-session-tool-executor.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/worker-environments/worker-turn-launcher-failure-recovery.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/worker-environments/worker-turn-rpc.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/worker-environments/worker-turn-rpc.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/worker-environments/workspace-quiescence-scripts.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
D	src/gateway/worker-environments/workspace-sync-manifest.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
M	src/gateway/worker-environments/workspace-sync-scripts.test.ts	adjacent gateway lineage drift; no continuation primitive identifier in changed lines
